,id_cliente,churn,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte,streaming_tv,streaming_filmes,contrato,fatura_online,forma_pagamento,cobranca_diaria,cobranca_mensal,cobranca_total
1300,1866-RZZQS,Yes,Male,Yes,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.2800000000000002,98.4,4187.75
1301,1866-ZSLJM,No,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.6833333333333333,20.5,402.85
1302,1867-BDVFH,Yes,Male,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.478333333333333,74.35,834.2
1303,1867-RAWZK,undefined,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,3.4433333333333334,103.3,2012.7
1304,1867-TJHTS,No,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.6599999999999997,79.8,4526.85
1305,1871-MOWRM,Yes,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2.695,80.85,866.45
1306,1872-EBWSC,No,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.6783333333333333,20.35,617.35
1307,1875-QIVME,Yes,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.48,104.4,242.8
1308,1877-HKBQX,No,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,1.82,54.6,617.85
1309,1891-FZYSA,Yes,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.9983333333333335,89.95,6143.15
1310,1891-QRQSA,No,Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.7199999999999998,111.6,7099.0
1311,1891-UAWWU,Yes,Female,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,3.0266666666666664,90.8,1951.0
1312,1894-IGFSG,Yes,Female,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2.975,89.25,1907.85
1313,1895-QTKDO,No,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1.465,43.95,43.95
1314,1897-OKVMW,No,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,3.02,90.6,5817.45
1315,1897-RCFUM,No,Female,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.8066666666666666,24.2,914.6
1316,1898-JSNDC,No,Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),1.9533333333333334,58.6,2224.5
1317,1899-VXWXM,Yes,Male,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3.5366666666666666,106.1,5082.8
1318,1902-XBTFB,Yes,Male,No,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2.98,89.4,2001.5
1319,1904-WAJAA,No,Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,2.145,64.35,1558.65
1320,1905-OEILC,No,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.65,19.5,19.5
1321,1907-UBQFC,Yes,Male,Yes,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2.4283333333333332,72.85,688.65
1322,1907-YLNYW,No,Male,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,2.2233333333333336,66.7,579.0
1323,1910-FMXJM,No,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2.68,80.4,2937.65
1324,1915-IOFGU,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2.35,70.5,70.5
1325,1915-OAKWD,No,Female,No,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.6433333333333333,19.3,360.35
1326,1918-ZBFQJ,Yes,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,2.6416666666666666,79.25,1111.65
1327,1919-RTPQD,No,Male,No,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.4916666666666667,44.75,333.65
1328,1921-KYSAY,No,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,2.2866666666666666,68.6,2877.05
1329,1925-GMVBW,No,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.685,20.55,96.1
1330,1925-LFCZZ,No,Male,Yes,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.6683333333333332,50.05,2743.45
1331,1925-TIBLE,Yes,Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.8833333333333333,86.5,582.5
1332,1926-QUZNN,No,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.8416666666666667,25.25,1841.2
1333,1927-QEWMY,No,Female,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6833333333333333,20.5,1502.25
1334,1928-BXYIV,No,Male,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,2.038333333333333,61.15,61.15
1335,1929-ZCBHE,No,Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,1.3433333333333333,40.3,1794.8
1336,1930-BZLHI,No,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.6783333333333333,20.35,422.7
1337,1930-QPBVZ,No,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),3.17,95.1,6683.4
1338,1930-WNXSB,No,Male,No,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.0949999999999998,92.85,5305.05
1339,1932-UEDCX,No,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.353333333333333,100.6,3270.25
1340,1934-MKPXS,No,Male,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.67,20.1,620.55
1341,1934-SJVJK,Yes,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6716666666666666,20.15,20.15
1342,1935-IMVBB,No,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,2.99,89.7,4952.95
1343,1936-CZAKF,No,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),1.655,49.65,2409.9
1344,1936-UAFEH,No,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.675,110.25,7279.35
1345,1937-OTUKY,No,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3.2733333333333334,98.2,7015.9
1346,1941-HOSAM,No,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.003333333333333,90.1,90.1
1347,1942-OQFRW,No,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.4666666666666666,44.0,44.0
1348,1945-XISKS,No,Female,No,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6549999999999999,19.65,1335.2
1349,1950-KSVVJ,No,Female,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,3.7766666666666664,113.3,5032.25
1350,1951-IEYXM,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.02,90.6,6441.85
1351,1952-DVVSW,No,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.67,20.1,184.4
1352,1955-IBMMB,No,Male,No,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.6733333333333333,20.2,1192.3
1353,1956-YIFGE,No,Male,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,3.335,100.05,2090.25
1354,1958-RNRKS,No,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.6633333333333333,49.9,1441.95
1355,1960-UOTYM,No,Male,No,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,2.64,79.2,4016.3
1356,1960-UYCNN,No,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,3.175,95.25,1021.55
1357,1963-SVUCV,Yes,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.51,45.3,45.3
1358,1963-VAUKV,Yes,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6799999999999999,20.4,20.4
1359,1964-SVLEA,No,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.6566666666666666,19.7,415.9
1360,1965-AKTSX,Yes,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2.631666666666667,78.95,1101.85
1361,1965-DDBWU,Yes,Male,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),2.9683333333333333,89.05,1448.6
1362,1970-KKFWL,No,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.7766666666666667,23.3,797.1
1363,1971-DTCZB,No,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.0316666666666667,90.95,6468.6
1364,1972-RSMOV,undefined,Female,No,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6366666666666667,19.1,780.1
1365,1972-XMUWV,No,Female,No,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1.9933333333333332,59.8,3808.2
1366,1975-FCJTE,undefined,Female,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.85,25.5,1121.05
1367,1976-AZZPJ,No,Male,No,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,1.1400000000000001,34.2,256.6
1368,1976-CFOCS,Yes,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.5333333333333334,46.0,46.0
1369,1977-STDKI,Yes,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2.433333333333333,73.0,73.0
1370,1980-KXVPM,Yes,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2.5016666666666665,75.05,256.25
1371,1981-INRFU,Yes,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.658333333333333,79.75,164.5
1372,1982-FEBTD,No,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.8533333333333334,25.6,514.75
1373,1984-FCOWB,Yes,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,3.65,109.5,7674.55
1374,1984-GPTEH,No,Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.8383333333333333,25.15,702.0
1375,1985-MBRYP,No,Female,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.6549999999999999,19.65,779.25
1376,1986-PHGZF,No,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.9466666666666665,58.4,964.9
1377,1987-AUELQ,No,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.8350000000000001,25.05,1873.7
1378,1989-PRJHP,Yes,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.5166666666666666,75.5,1893.95
1379,1991-VOPLL,No,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.635,19.05,157.65
1380,1996-DBMUS,No,Female,Yes,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.355,70.65,3545.05
1381,1998-VHJHK,No,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.6383333333333333,19.15,501.35
1382,2000-DHJUY,No,Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.0733333333333333,92.2,6474.45
1383,2000-MPKCA,No,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.591666666666667,107.75,6332.75
1384,2001-EWBQU,No,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,3.49,104.7,6333.8
1385,2001-MCUUW,No,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,3.621666666666667,108.65,4903.2
1386,2002-MZHWP,Yes,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6833333333333333,20.5,20.5
1387,2003-CKLOR,Yes,Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,3.316666666666667,99.5,6710.5
1388,2004-OCQXK,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.731666666666667,81.95,81.95
1389,2005-DWQZJ,No,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.635,19.05,201.7
1390,2007-QVGAW,No,Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.645,19.35,1292.65
1391,2011-TRQYE,Yes,Male,No,No,No,18,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1.1166666666666667,33.5,600.0
1392,2012-NWRPA,Yes,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.3183333333333334,99.55,1131.2
1393,2013-SGDXK,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,2.81,84.3,84.3
1394,2014-MKGMH,No,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.3699999999999997,101.1,4674.4
1395,2017-CCBLH,No,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6666666666666666,20.0,141.6
1396,2018-PZKMU,No,Male,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,3.4366666666666665,103.1,970.45
1397,2018-QKYGT,No,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.7016666666666667,81.05,81.05
1398,2019-HDCZY,No,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,3.42,102.6,6296.75
1399,2023-VQFDL,No,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.6333333333333333,19.0,348.8
1400,2024-BASKD,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,2.4866666666666664,74.6,74.6
1401,2025-JKFWI,Yes,Male,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,3.3,99.0,1301.7
1402,2026-TGDHM,Yes,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.643333333333333,79.3,523.15
1403,2027-CWDNU,No,Male,No,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,2.853333333333333,85.6,1601.5
1404,2027-DNKIV,No,Male,No,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,1.9583333333333333,58.75,2203.1
1405,2027-FECZV,Yes,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.5566666666666666,106.7,1253.9
1406,2027-OAQQC,Yes,Female,No,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.635,49.05,2076.2
1407,2027-WKXMW,No,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.625,108.75,6871.7
1408,2030-BTZRO,No,Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.6799999999999999,20.4,107.6
1409,2034-CGRHZ,Yes,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.4316666666666666,102.95,2496.7
1410,2034-GDRCN,Yes,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.0133333333333336,90.4,168.2
1411,2037-SGXHH,Yes,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3.1550000000000002,94.65,3624.3
1412,2037-XJFUP,Yes,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.1933333333333334,95.8,3036.75
1413,2038-LLMLM,No,Female,No,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.4616666666666664,103.85,4946.05
1414,2038-OEQZH,No,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,2.868333333333333,86.05,308.1
1415,2038-YSEZE,No,Female,No,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,2.2483333333333335,67.45,1801.1
1416,2039-JONDJ,No,Male,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),1.8483333333333334,55.45,1477.65
1417,2040-LDIWQ,No,Male,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.8066666666666666,84.2,5324.5
1418,2040-OBMLJ,No,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),2.7233333333333336,81.7,2548.65
1419,2040-VZIKE,No,Female,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,3.3616666666666664,100.85,4847.35
1420,2040-XBAVJ,No,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3.815,114.45,8100.55
1421,2041-JIJCI,No,Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.1333333333333333,64.0,370.25
1422,2043-WVTQJ,No,Male,No,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,1.8566666666666667,55.7,55.7
1423,2045-BMBTJ,No,Female,Yes,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.9816666666666667,59.45,1884.65
1424,2049-BAFNW,No,Female,No,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,1.1966666666666665,35.9,35.9
